time,zeroDetector.i,zeroDetector.z,simpleMath.x,simpleMath.y,simpleMath.der(x)
13.999999999999966,1.0,1.0,14.999999999999964,0.6502878401571438,1.0
14.099999999999966,1.0,1.0,15.099999999999964,0.5711968696600178,1.0
14.199999999999966,1.0,1.0,15.199999999999964,0.48639868885383075,1.0
14.299999999999965,1.0,1.0,15.299999999999963,0.3967405731306463,1.0
14.399999999999965,1.0,1.0,15.399999999999963,0.30311835674573784,1.0
14.499999999999964,1.0,1.0,15.499999999999963,0.2064674819378331,1.0
14.599999999999964,1.0,1.0,15.599999999999962,0.10775365229948115,1.0
14.699999999999964,1.0,1.0,15.699999999999962,0.007963183785974645,1.0
14.799999999999963,1.0,1.0,15.799999999999962,-0.09190685022764272,1.0
14.899999999999963,1.0,1.0,15.899999999999961,-0.19085858137415102,1.0
14.999999999999963,1.0,1.0,15.999999999999961,-0.2879033166650279,1.0
15.099999999999962,1.0,1.0,16.09999999999996,-0.3820714171839697,1.0
15.199999999999962,1.0,1.0,16.19999999999996,-0.4724219863984317,1.0
15.299999999999962,1.0,1.0,16.29999999999996,-0.558052271286747,1.0
15.399999999999961,1.0,1.0,16.399999999999963,-0.6381066823479201,1.0
15.499999999999961,1.0,1.0,16.499999999999964,-0.7117853423690981,1.0
15.59999999999996,1.0,1.0,16.599999999999966,-0.7783520785342762,1.0
15.69999999999996,1.0,1.0,16.699999999999967,-0.8371417780197293,1.0
15.79999999999996,1.0,1.0,16.79999999999997,-0.8875670335814898,1.0
15.89999999999996,1.0,1.0,16.89999999999997,-0.9291240127343579,1.0
15.99999999999996,1.0,1.0,16.99999999999997,-0.961397491879549,1.0
16.09999999999996,1.0,1.0,17.099999999999973,-0.9840650050816383,1.0
16.19999999999996,1.0,1.0,17.199999999999974,-0.9969000660415941,1.0
16.29999999999996,1.0,1.0,17.299999999999976,-0.9997744310730117,1.0
16.399999999999963,1.0,1.0,17.399999999999977,-0.9926593804706357,1.0
16.499999999999964,1.0,1.0,17.49999999999998,-0.9756260054681622,1.0
16.599999999999966,1.0,1.0,17.59999999999998,-0.9488444979181307,1.0
16.699999999999967,1.0,1.0,17.69999999999998,-0.9125824497911917,1.0
16.79999999999997,1.0,1.0,17.799999999999983,-0.8672021794855902,1.0
16.89999999999997,1.0,1.0,17.899999999999984,-0.8131571116614967,1.0
16.99999999999997,1.0,1.0,17.999999999999986,-0.7509872467716855,1.0
17.099999999999973,1.0,1.0,18.099999999999987,-0.6813137655555104,1.0
17.199999999999974,1.0,1.0,18.19999999999999,-0.6048328224062927,1.0
17.299999999999976,1.0,1.0,18.29999999999999,-0.5223085896267406,1.0
17.399999999999977,1.0,1.0,18.39999999999999,-0.43456562207190313,1.0
17.49999999999998,1.0,1.0,18.499999999999993,-0.34248061846961925,1.0
17.59999999999998,1.0,1.0,18.599999999999994,-0.24697366173662777,1.0
17.69999999999998,1.0,1.0,18.699999999999996,-0.14899902581420232,1.0
17.799999999999983,1.0,1.0,18.799999999999997,-0.049535640878370965,1.0
17.899999999999984,1.0,1.0,18.9,0.05042268780681122,1.0
17.999999999999986,1.0,1.0,19.0,0.14987720966295234,1.0
18.099999999999987,1.0,1.0,19.1,0.24783420798295983,1.0
18.19999999999999,1.0,1.0,19.200000000000003,0.3433149288198987,1.0
18.29999999999999,1.0,1.0,19.300000000000004,0.4353653603728964,1.0
18.39999999999999,1.0,1.0,19.400000000000006,0.5230657651577025,1.0
18.499999999999993,1.0,1.0,19.500000000000007,0.6055398697196067,1.0
18.599999999999994,1.0,1.0,19.60000000000001,0.6819636200681407,1.0
18.699999999999996,1.0,1.0,19.70000000000001,0.7515734153521554,1.0
18.799999999999997,1.0,1.0,19.80000000000001,0.8136737375071116,1.0
18.9,1.0,1.0,19.900000000000013,0.8676441006416744,1.0
19.0,1.0,1.0,20.000000000000014,0.9129452507276334,1.0
19.1,1.0,1.0,20.100000000000016,0.949124553647899,1.0
19.200000000000003,1.0,1.0,20.200000000000017,0.9758205177669794,1.0
19.300000000000004,1.0,1.0,20.30000000000002,0.9927664058359092,1.0
19.400000000000006,1.0,1.0,20.40000000000002,0.9997929001426696,1.0
19.500000000000007,1.0,1.0,20.50000000000002,0.9968297942787976,1.0
19.60000000000001,1.0,1.0,20.600000000000023,0.9839066946186122,1.0
19.70000000000001,1.0,1.0,20.700000000000024,0.9611527245021096,1.0
19.80000000000001,1.0,1.0,20.800000000000026,0.9287952340772312,1.0
19.900000000000013,1.0,1.0,20.900000000000027,0.887157528692338,1.0
20.000000000000014,1.0,1.0,21.00000000000003,0.8366556385360404,1.0
