0.0, 9.82, 4.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, -8.936200000000019, 0.893620000000002, 1, 893, 7144, 1, 0, 1, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, -8.936200000000019, 0.893620000000002, 0, 893, 7144, 1, 1, 0, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, 7.144, 0.893620000000002, 0, 893, 7144, 1, 1, 0, 0, 1, 1
0.0, 9.82, 4.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, -8.936200000000019, 0.893620000000002, 1, 893, 7144, 1, 0, 1, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, -8.936200000000019, 0.893620000000002, 0, 893, 7144, 1, 1, 0, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, 7.144, 0.893620000000002, 0, 893, 7144, 1, 1, 0, 0, 1, 1
0.0, 9.82, 4.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, -8.936200000000019, 0.893620000000002, 1, 893, 4465, 1, 0, 1, 0, 0, 0
0.9100000000000006, 9.82, -0.021290000000009288, -8.936200000000019, 0.893620000000002, 0, 893, 4465, 1, 1, 0, 0, 0, 0
1.8300000000000014, 9.82, -0.02414200000001731, -4.569400000000018, 0.4569400000000018, 1, 456, 2280, 1, 0, 1, 0, 0, 0
1.8300000000000014, 9.82, -0.02414200000001731, -4.569400000000018, 0.4569400000000018, 0, 456, 2280, 1, 1, 0, 0, 0, 0
1.8500000000000014, 9.82, 0.020475999999982723, 2.0835999999999992, 0.4569400000000018, 1, 456, 2280, 1, 0, 1, 0, 0, 0
1.8500000000000014, 9.82, 0.020475999999982723, 2.0835999999999992, 0.4569400000000018, 0, 456, 2280, 1, 1, 0, 0, 0, 0
2.339999999999994, 9.82, -0.01715599999999962, -2.531799999999929, 0.2531799999999929, 1, 253, 2024, 1, 0, 0, 1, 0, 0
2.339999999999994, 9.82, -0.01715599999999962, -2.531799999999929, 0.2531799999999929, 0, 253, 2024, 1, 1, 0, 0, 0, 0
2.759999999999985, 9.82, -0.012577999999981548, -2.1003999999999117, 0.21003999999999118, 1, 210, 1680, 1, 0, 0, 1, 0, 0
2.759999999999985, 9.82, -0.012577999999981548, -2.1003999999999117, 0.21003999999999118, 0, 210, 1680, 1, 1, 0, 0, 0, 0
3.1099999999999777, 9.82, -0.008867999999969157, -1.7569999999999264, 0.17569999999999264, 1, 175, 1400, 1, 0, 0, 1, 0, 0
3.1099999999999777, 9.82, -0.008867999999969157, -1.7569999999999264, 0.17569999999999264, 0, 175, 1400, 1, 1, 0, 0, 0, 0
3.3999999999999715, 9.82, -0.0015599999999608167, -1.4477999999999394, 0.14477999999999394, 1, 144, 1152, 1, 0, 0, 1, 0, 0
3.3999999999999715, 9.82, -0.0015599999999608167, -1.4477999999999394, 0.14477999999999394, 0, 144, 1152, 1, 1, 0, 0, 0, 0
3.649999999999966, 9.82, -0.00815999999995445, -1.302999999999948, 0.1302999999999948, 1, 130, 1040, 1, 0, 0, 1, 0, 0
3.649999999999966, 9.82, -0.00815999999995445, -1.302999999999948, 0.1302999999999948, 0, 130, 1040, 1, 1, 0, 0, 0, 0
3.8699999999999615, 9.82, -0.006201999999949689, -1.1203999999999543, 0.11203999999999543, 1, 112, 896, 1, 0, 0, 1, 0, 0
3.8699999999999615, 9.82, -0.006201999999949689, -1.1203999999999543, 0.11203999999999543, 0, 112, 896, 1, 1, 0, 0, 0, 0
4.059999999999958, 9.82, -0.0038839999999465795, -0.969799999999965, 0.09697999999999651, 1, 96, 480, 1, 0, 1, 0, 0, 0
4.059999999999958, 9.82, -0.0038839999999465795, -0.969799999999965, 0.09697999999999651, 0, 96, 480, 1, 1, 0, 0, 0, 0
4.159999999999956, 9.82, -7.399999994571992E-5, -0.5019999999999791, 0.05019999999999791, 1, 50, 400, 1, 0, 0, 1, 0, 0
4.159999999999956, 9.82, -7.399999994571992E-5, -0.5019999999999791, 0.05019999999999791, 0, 50, 400, 1, 1, 0, 0, 0, 0
